subject,native_lang,context,mat_verb,wh,emb_verb,response,list,tense
11389,EN,MAT,know,who,call,1,yellow,nonfinite
10627,EN,MAT,know,who,call,0,yellow,nonfinite
11143,EN,MAT,know,who,call,1,yellow,nonfinite
11905,EN,MAT,know,who,call,0,yellow,nonfinite
10033,EN,MAT,know,who,call,1,yellow,nonfinite
10654,EN,MAT,know,who,call,1,yellow,nonfinite
10018,EN,MAT,know,who,call,1,yellow,nonfinite
10561,EN,MAT,know,who,call,1,yellow,nonfinite
11236,EN,MAT,know,who,call,1,yellow,nonfinite
10477,EN,MAT,know,who,call,1,yellow,nonfinite
10057,EN,MAT,know,who,call,1,yellow,nonfinite
11803,EN,MAT,know,who,call,1,yellow,nonfinite
10012,EN,MAT,know,who,call,1,yellow,nonfinite
10846,EN,MAT,know,who,call,1,yellow,nonfinite
10048,EN,MAT,know,who,call,1,yellow,nonfinite
11455,EN,MAT,know,who,call,1,yellow,nonfinite
10150,EN,MAT,know,who,call,0,yellow,nonfinite
11380,EN,MAT,know,who,call,1,yellow,nonfinite
10144,EN,MAT,know,who,call,1,yellow,nonfinite
11320,EN,MAT,know,who,call,1,yellow,nonfinite
10630,EN,MAT,know,who,call,0,yellow,nonfinite
10723,EN,MAF,know,where,view,0,yellow,nonfinite
10918,EN,MAF,know,where,view,0,yellow,nonfinite
10054,EN,MAF,know,where,view,0,yellow,nonfinite
10315,EN,MAF,know,where,view,0,yellow,nonfinite
42,EN,MAF,know,where,view,0,yellow,nonfinite
10348,EN,MAF,know,where,view,0,yellow,nonfinite
11389,EN,MAF,know,where,view,0,yellow,nonfinite
10627,EN,MAF,know,where,view,0,yellow,nonfinite
11143,EN,MAF,know,where,view,0,yellow,nonfinite
11905,EN,MAF,know,where,view,0,yellow,nonfinite
10033,EN,MAF,know,where,view,0,yellow,nonfinite
10654,EN,MAF,know,where,view,0,yellow,nonfinite
10018,EN,MAF,know,where,view,0,yellow,nonfinite
10561,EN,MAF,know,where,view,0,yellow,nonfinite
11236,EN,MAF,know,where,view,0,yellow,nonfinite
10477,EN,MAF,know,where,view,0,yellow,nonfinite
10057,EN,MAF,know,where,view,0,yellow,nonfinite
11803,EN,MAF,know,where,view,0,yellow,nonfinite
10012,EN,MAF,know,where,view,0,yellow,nonfinite
10846,EN,MAF,know,where,view,0,yellow,nonfinite
10048,EN,MAF,know,where,view,0,yellow,nonfinite
11455,EN,MAF,know,where,view,0,yellow,nonfinite
10150,EN,MAF,know,where,view,0,yellow,nonfinite
11380,EN,MAF,know,where,view,0,yellow,nonfinite
10144,EN,MAF,know,where,view,0,yellow,nonfinite
11320,EN,MAF,know,where,view,0,yellow,nonfinite
10630,EN,MAF,know,where,view,0,yellow,nonfinite
10723,EN,MAF,know,where,bury,0,yellow,nonfinite
10918,EN,MAF,know,where,bury,0,yellow,nonfinite
10054,EN,MAF,know,where,bury,0,yellow,nonfinite
10315,EN,MAF,know,where,bury,0,yellow,nonfinite
42,EN,MAF,know,where,bury,0,yellow,nonfinite
10348,EN,MAF,know,where,bury,0,yellow,nonfinite
11389,EN,MAF,know,where,bury,0,yellow,nonfinite
10627,EN,MAF,know,where,bury,0,yellow,nonfinite
11143,EN,MAF,know,where,bury,1,yellow,nonfinite
11905,EN,MAF,know,where,bury,0,yellow,nonfinite
10033,EN,MAF,know,where,bury,0,yellow,nonfinite
10654,EN,MAF,know,where,bury,0,yellow,nonfinite
10018,EN,MAF,know,where,bury,0,yellow,nonfinite
10561,EN,MAF,know,where,bury,0,yellow,nonfinite
11236,EN,MAF,know,where,bury,0,yellow,nonfinite
10477,EN,MAF,know,where,bury,0,yellow,nonfinite
10057,EN,MAF,know,where,bury,1,yellow,nonfinite
11803,EN,MAF,know,where,bury,0,yellow,nonfinite
10012,EN,MAF,know,where,bury,0,yellow,nonfinite
10846,EN,MAF,know,where,bury,0,yellow,nonfinite
10048,EN,MAF,know,where,bury,0,yellow,nonfinite
11455,EN,MAF,know,where,bury,0,yellow,nonfinite
10150,EN,MAF,know,where,bury,0,yellow,nonfinite
11380,EN,MAF,know,where,bury,0,yellow,nonfinite
10144,EN,MAF,know,where,bury,0,yellow,nonfinite
11320,EN,MAF,know,where,bury,1,yellow,nonfinite
10630,EN,MAF,know,where,bury,0,yellow,nonfinite
10723,EN,MAF,know,who,interview,0,yellow,nonfinite
10918,EN,MAF,know,who,interview,0,yellow,nonfinite
10054,EN,MAF,know,who,interview,0,yellow,nonfinite
10315,EN,MAF,know,who,interview,0,yellow,nonfinite
42,EN,MAF,know,who,interview,0,yellow,nonfinite
10348,EN,MAF,know,who,interview,0,yellow,nonfinite
11389,EN,MAF,know,who,interview,0,yellow,nonfinite
10627,EN,MAF,know,who,interview,0,yellow,nonfinite
11143,EN,MAF,know,who,interview,0,yellow,nonfinite
11905,EN,MAF,know,who,interview,0,yellow,nonfinite
10033,EN,MAF,know,who,interview,0,yellow,nonfinite
10654,EN,MAF,know,who,interview,0,yellow,nonfinite
10018,EN,MAF,know,who,interview,0,yellow,nonfinite
10561,EN,MAF,know,who,interview,0,yellow,nonfinite
11236,EN,MAF,know,who,interview,0,yellow,nonfinite
10477,EN,MAF,know,who,interview,0,yellow,nonfinite
10057,EN,MAF,know,who,interview,0,yellow,nonfinite
11803,EN,MAF,know,who,interview,0,yellow,nonfinite
10012,EN,MAF,know,who,interview,0,yellow,nonfinite
10846,EN,MAF,know,who,interview,0,yellow,nonfinite
10048,EN,MAF,know,who,interview,0,yellow,nonfinite
11455,EN,MAF,know,who,interview,0,yellow,nonfinite
10150,EN,MAF,know,who,interview,0,yellow,nonfinite
11380,EN,MAF,know,who,interview,0,yellow,nonfinite
10144,EN,MAF,know,who,interview,0,yellow,nonfinite
11320,EN,MAF,know,who,interview,0,yellow,nonfinite
10630,EN,MAF,know,who,interview,0,yellow,nonfinite
10723,EN,MAF,know,who,hire,0,yellow,nonfinite
10918,EN,MAF,know,who,hire,0,yellow,nonfinite
10054,EN,MAF,know,who,hire,0,yellow,nonfinite
10315,EN,MAF,know,who,hire,0,yellow,nonfinite
42,EN,MAF,know,who,hire,0,yellow,nonfinite
10348,EN,MAF,know,who,hire,0,yellow,nonfinite
11389,EN,MAF,know,who,hire,0,yellow,nonfinite
10627,EN,MAF,know,who,hire,0,yellow,nonfinite
11143,EN,MAF,know,who,hire,0,yellow,nonfinite
11905,EN,MAF,know,who,hire,0,yellow,nonfinite
10033,EN,MAF,know,who,hire,0,yellow,nonfinite
10654,EN,MAF,know,who,hire,0,yellow,nonfinite
10018,EN,MAF,know,who,hire,1,yellow,nonfinite
10561,EN,MAF,know,who,hire,0,yellow,nonfinite
11236,EN,MAF,know,who,hire,0,yellow,nonfinite
10477,EN,MAF,know,who,hire,0,yellow,nonfinite
10057,EN,MAF,know,who,hire,0,yellow,nonfinite
11803,EN,MAF,know,who,hire,0,yellow,nonfinite
10012,EN,MAF,know,who,hire,0,yellow,nonfinite
10846,EN,MAF,know,who,hire,0,yellow,nonfinite
10048,EN,MAF,know,who,hire,0,yellow,nonfinite
11455,EN,MAF,know,who,hire,0,yellow,nonfinite
10150,EN,MAF,know,who,hire,0,yellow,nonfinite
11380,EN,MAF,know,who,hire,0,yellow,nonfinite
10144,EN,MAF,know,who,hire,0,yellow,nonfinite
11320,EN,MAF,know,who,hire,0,yellow,nonfinite
10630,EN,MAF,know,who,hire,0,yellow,nonfinite
10723,EN,MATF,know,where,store,0,yellow,nonfinite
10918,EN,MATF,know,where,store,1,yellow,nonfinite
10054,EN,MATF,know,where,store,1,yellow,nonfinite
10315,EN,MATF,know,where,store,1,yellow,nonfinite
42,EN,MATF,know,where,store,0,yellow,nonfinite
10348,EN,MATF,know,where,store,0,yellow,nonfinite
11389,EN,MATF,know,where,store,1,yellow,nonfinite
10627,EN,MATF,know,where,store,0,yellow,nonfinite
11143,EN,MATF,know,where,store,1,yellow,nonfinite
11905,EN,MATF,know,where,store,1,yellow,nonfinite
10033,EN,MATF,know,where,store,0,yellow,nonfinite
10654,EN,MATF,know,where,store,1,yellow,nonfinite
10018,EN,MATF,know,where,store,1,yellow,nonfinite
10561,EN,MATF,know,where,store,1,yellow,nonfinite
11236,EN,MATF,know,where,store,1,yellow,nonfinite
10477,EN,MATF,know,where,store,1,yellow,nonfinite
10057,EN,MATF,know,where,store,1,yellow,nonfinite
11803,EN,MATF,know,where,store,0,yellow,nonfinite
10012,EN,MATF,know,where,store,0,yellow,nonfinite
10846,EN,MATF,know,where,store,0,yellow,nonfinite
10048,EN,MATF,know,where,store,0,yellow,nonfinite
11455,EN,MATF,know,where,store,1,yellow,nonfinite
10150,EN,MATF,know,where,store,0,yellow,nonfinite
11380,EN,MATF,know,where,store,0,yellow,nonfinite
10144,EN,MATF,know,where,store,0,yellow,nonfinite
11320,EN,MATF,know,where,store,0,yellow,nonfinite
10630,EN,MATF,know,where,store,0,yellow,nonfinite
10723,EN,MATF,know,where,sell,0,yellow,nonfinite
10918,EN,MATF,know,where,sell,1,yellow,nonfinite
10054,EN,MATF,know,where,sell,0,yellow,nonfinite
10315,EN,MATF,know,where,sell,1,yellow,nonfinite
42,EN,MATF,know,where,sell,0,yellow,nonfinite
10348,EN,MATF,know,where,sell,0,yellow,nonfinite
11389,EN,MATF,know,where,sell,1,yellow,nonfinite
10627,EN,MATF,know,where,sell,0,yellow,nonfinite
11143,EN,MATF,know,where,sell,1,yellow,nonfinite
11905,EN,MATF,know,where,sell,0,yellow,nonfinite
10033,EN,MATF,know,where,sell,1,yellow,nonfinite
10654,EN,MATF,know,where,sell,1,yellow,nonfinite
10018,EN,MATF,know,where,sell,1,yellow,nonfinite
10561,EN,MATF,know,where,sell,1,yellow,nonfinite
11236,EN,MATF,know,where,sell,1,yellow,nonfinite
10477,EN,MATF,know,where,sell,1,yellow,nonfinite
10057,EN,MATF,know,where,sell,1,yellow,nonfinite
11803,EN,MATF,know,where,sell,0,yellow,nonfinite
10012,EN,MATF,know,where,sell,0,yellow,nonfinite
10846,EN,MATF,know,where,sell,0,yellow,nonfinite
10048,EN,MATF,know,where,sell,0,yellow,nonfinite
11455,EN,MATF,know,where,sell,1,yellow,nonfinite
10150,EN,MATF,know,where,sell,1,yellow,nonfinite
11380,EN,MATF,know,where,sell,0,yellow,nonfinite
10144,EN,MATF,know,where,sell,0,yellow,nonfinite
11320,EN,MATF,know,where,sell,0,yellow,nonfinite
10630,EN,MATF,know,where,sell,0,yellow,nonfinite
10723,EN,MATF,know,who,invite,0,yellow,nonfinite
10918,EN,MATF,know,who,invite,1,yellow,nonfinite
10054,EN,MATF,know,who,invite,0,yellow,nonfinite
10315,EN,MATF,know,who,invite,1,yellow,nonfinite
42,EN,MATF,know,who,invite,0,yellow,nonfinite
10348,EN,MATF,know,who,invite,0,yellow,nonfinite
11389,EN,MATF,know,who,invite,1,yellow,nonfinite
10627,EN,MATF,know,who,invite,0,yellow,nonfinite
11143,EN,MATF,know,who,invite,1,yellow,nonfinite
11905,EN,MATF,know,who,invite,0,yellow,nonfinite
10033,EN,MATF,know,who,invite,1,yellow,nonfinite
10654,EN,MATF,know,who,invite,1,yellow,nonfinite
10018,EN,MATF,know,who,invite,1,yellow,nonfinite
10561,EN,MATF,know,who,invite,1,yellow,nonfinite
11236,EN,MATF,know,who,invite,0,yellow,nonfinite
10477,EN,MATF,know,who,invite,1,yellow,nonfinite
10057,EN,MATF,know,who,invite,1,yellow,nonfinite
11803,EN,MATF,know,who,invite,0,yellow,nonfinite
10012,EN,MATF,know,who,invite,0,yellow,nonfinite
10846,EN,MATF,know,who,invite,0,yellow,nonfinite
10048,EN,MATF,know,who,invite,0,yellow,nonfinite
11455,EN,MATF,know,who,invite,1,yellow,nonfinite
10150,EN,MATF,know,who,invite,0,yellow,nonfinite
11380,EN,MATF,know,who,invite,1,yellow,nonfinite
10144,EN,MATF,know,who,invite,0,yellow,nonfinite
11320,EN,MATF,know,who,invite,0,yellow,nonfinite
10630,EN,MATF,know,who,invite,0,yellow,nonfinite
10723,EN,MATF,know,who,select,0,yellow,nonfinite
10918,EN,MATF,know,who,select,1,yellow,nonfinite
10054,EN,MATF,know,who,select,0,yellow,nonfinite
10315,EN,MATF,know,who,select,1,yellow,nonfinite
42,EN,MATF,know,who,select,0,yellow,nonfinite
10348,EN,MATF,know,who,select,0,yellow,nonfinite
11389,EN,MATF,know,who,select,1,yellow,nonfinite
10627,EN,MATF,know,who,select,0,yellow,nonfinite
11143,EN,MATF,know,who,select,1,yellow,nonfinite
11905,EN,MATF,know,who,select,0,yellow,nonfinite
10033,EN,MATF,know,who,select,1,yellow,nonfinite
10654,EN,MATF,know,who,select,0,yellow,nonfinite
10018,EN,MATF,know,who,select,1,yellow,nonfinite
10561,EN,MATF,know,who,select,1,yellow,nonfinite
11236,EN,MATF,know,who,select,0,yellow,nonfinite
10477,EN,MATF,know,who,select,1,yellow,nonfinite
10057,EN,MATF,know,who,select,1,yellow,nonfinite
11803,EN,MATF,know,who,select,0,yellow,nonfinite
10012,EN,MATF,know,who,select,0,yellow,nonfinite
10846,EN,MATF,know,who,select,0,yellow,nonfinite
10048,EN,MATF,know,who,select,0,yellow,nonfinite
11455,EN,MATF,know,who,select,0,yellow,nonfinite
10150,EN,MATF,know,who,select,0,yellow,nonfinite
11380,EN,MATF,know,who,select,0,yellow,nonfinite
10144,EN,MATF,know,who,select,0,yellow,nonfinite
11320,EN,MATF,know,who,select,0,yellow,nonfinite
10630,EN,MATF,know,who,select,0,yellow,nonfinite
6601,EN,MATF,predict,where,find,1,red,nonfinite
9325,EN,MATF,predict,where,find,0,red,nonfinite
8968,EN,MATF,predict,where,find,1,red,nonfinite
7042,EN,MATF,predict,where,find,1,red,nonfinite
7645,EN,MATF,predict,where,find,0,red,nonfinite
8767,EN,MATF,predict,where,find,1,red,nonfinite
9848,EN,MATF,predict,where,find,1,red,nonfinite
7099,EN,MATF,predict,where,find,1,red,nonfinite
5704,EN,MATF,predict,where,find,1,red,nonfinite
9502,EN,MATF,predict,where,find,1,red,nonfinite
7564,EN,MATF,predict,where,find,1,red,nonfinite
7351,EN,MATF,predict,where,find,1,red,nonfinite
7648,EN,MATF,predict,where,find,0,red,nonfinite
9715,EN,MATF,predict,where,find,1,red,nonfinite
7378,EN,MATF,predict,where,find,1,red,nonfinite
9982,EN,MATF,predict,where,find,1,red,nonfinite
11515,EN,MATF,predict,where,find,1,red,nonfinite
10492,EN,MATF,predict,where,find,0,red,nonfinite
10276,EN,MATF,predict,where,find,0,red,nonfinite
10456,EN,MATF,predict,where,find,1,red,nonfinite
11923,EN,MATF,predict,where,find,1,red,nonfinite
11569,EN,MATF,predict,where,find,1,red,nonfinite
11182,EN,MATF,predict,where,find,0,red,nonfinite
11494,EN,MATF,predict,where,find,1,red,nonfinite
10159,EN,MATF,predict,where,find,1,red,nonfinite
11260,EN,MATF,predict,where,find,1,red,nonfinite
6601,EN,MATF,predict,who,recruit,1,red,nonfinite
9325,EN,MATF,predict,who,recruit,0,red,nonfinite
8968,EN,MATF,predict,who,recruit,0,red,nonfinite
7042,EN,MATF,predict,who,recruit,1,red,nonfinite
7645,EN,MATF,predict,who,recruit,0,red,nonfinite
8767,EN,MATF,predict,who,recruit,1,red,nonfinite
9848,EN,MATF,predict,who,recruit,0,red,nonfinite
7099,EN,MATF,predict,who,recruit,1,red,nonfinite
5704,EN,MATF,predict,who,recruit,0,red,nonfinite
9502,EN,MATF,predict,who,recruit,1,red,nonfinite
7564,EN,MATF,predict,who,recruit,0,red,nonfinite
7351,EN,MATF,predict,who,recruit,0,red,nonfinite
7648,EN,MATF,predict,who,recruit,0,red,nonfinite
9715,EN,MATF,predict,who,recruit,0,red,nonfinite
7378,EN,MATF,predict,who,recruit,1,red,nonfinite
9982,EN,MATF,predict,who,recruit,0,red,nonfinite
11515,EN,MATF,predict,who,recruit,0,red,nonfinite
10492,EN,MATF,predict,who,recruit,0,red,nonfinite
10276,EN,MATF,predict,who,recruit,0,red,nonfinite
10456,EN,MATF,predict,who,recruit,0,red,nonfinite
11923,EN,MATF,predict,who,recruit,0,red,nonfinite
11569,EN,MATF,predict,who,recruit,0,red,nonfinite
11182,EN,MATF,predict,who,recruit,0,red,nonfinite
11494,EN,MATF,predict,who,recruit,0,red,nonfinite
10159,EN,MATF,predict,who,recruit,1,red,nonfinite
11260,EN,MATF,predict,who,recruit,0,red,nonfinite
6601,EN,MATF,predict,where,hide,1,red,nonfinite
9325,EN,MATF,predict,where,hide,1,red,nonfinite
8968,EN,MATF,predict,where,hide,0,red,nonfinite
7042,EN,MATF,predict,where,hide,0,red,nonfinite
7645,EN,MATF,predict,where,hide,0,red,nonfinite
8767,EN,MATF,predict,where,hide,1,red,nonfinite
9848,EN,MATF,predict,where,hide,1,red,nonfinite
7099,EN,MATF,predict,where,hide,0,red,nonfinite
5704,EN,MATF,predict,where,hide,1,red,nonfinite
9502,EN,MATF,predict,where,hide,1,red,nonfinite
7564,EN,MATF,predict,where,hide,1,red,nonfinite
7351,EN,MATF,predict,where,hide,1,red,nonfinite
7648,EN,MATF,predict,where,hide,1,red,nonfinite
9715,EN,MATF,predict,where,hide,0,red,nonfinite
7378,EN,MATF,predict,where,hide,1,red,nonfinite
9982,EN,MATF,predict,where,hide,0,red,nonfinite
11515,EN,MATF,predict,where,hide,1,red,nonfinite
10492,EN,MATF,predict,where,hide,0,red,nonfinite
10276,EN,MATF,predict,where,hide,0,red,nonfinite
10456,EN,MATF,predict,where,hide,1,red,nonfinite
11923,EN,MATF,predict,where,hide,0,red,nonfinite
11569,EN,MATF,predict,where,hide,1,red,nonfinite
11182,EN,MATF,predict,where,hide,0,red,nonfinite
11494,EN,MATF,predict,where,hide,1,red,nonfinite
10159,EN,MATF,predict,where,hide,1,red,nonfinite
11260,EN,MATF,predict,where,hide,1,red,nonfinite
6601,EN,MATF,predict,who,call,1,red,nonfinite
9325,EN,MATF,predict,who,call,1,red,nonfinite
8968,EN,MATF,predict,who,call,0,red,nonfinite
7042,EN,MATF,predict,who,call,1,red,nonfinite
7645,EN,MATF,predict,who,call,0,red,nonfinite
8767,EN,MATF,predict,who,call,1,red,nonfinite
9848,EN,MATF,predict,who,call,1,red,nonfinite
7099,EN,MATF,predict,who,call,1,red,nonfinite
5704,EN,MATF,predict,who,call,1,red,nonfinite
9502,EN,MATF,predict,who,call,1,red,nonfinite
7564,EN,MATF,predict,who,call,1,red,nonfinite
7351,EN,MATF,predict,who,call,1,red,nonfinite
7648,EN,MATF,predict,who,call,0,red,nonfinite
9715,EN,MATF,predict,who,call,0,red,nonfinite
7378,EN,MATF,predict,who,call,1,red,nonfinite
9982,EN,MATF,predict,who,call,0,red,nonfinite
11515,EN,MATF,predict,who,call,1,red,nonfinite
10492,EN,MATF,predict,who,call,0,red,nonfinite
10276,EN,MATF,predict,who,call,1,red,nonfinite
10456,EN,MATF,predict,who,call,0,red,nonfinite
11923,EN,MATF,predict,who,call,1,red,nonfinite
11569,EN,MATF,predict,who,call,1,red,nonfinite
11182,EN,MATF,predict,who,call,0,red,nonfinite
11494,EN,MATF,predict,who,call,0,red,nonfinite
10159,EN,MATF,predict,who,call,1,red,nonfinite
11260,EN,MATF,predict,who,call,1,red,nonfinite
6601,EN,MST,predict,where,view,1,red,nonfinite
9325,EN,MST,predict,where,view,1,red,nonfinite
8968,EN,MST,predict,where,view,1,red,nonfinite
7042,EN,MST,predict,where,view,1,red,nonfinite
7645,EN,MST,predict,where,view,0,red,nonfinite
8767,EN,MST,predict,where,view,1,red,nonfinite
9848,EN,MST,predict,where,view,1,red,nonfinite
7099,EN,MST,predict,where,view,1,red,nonfinite
5704,EN,MST,predict,where,view,1,red,nonfinite
9502,EN,MST,predict,where,view,1,red,nonfinite
7564,EN,MST,predict,where,view,1,red,nonfinite
7351,EN,MST,predict,where,view,1,red,nonfinite
7648,EN,MST,predict,where,view,1,red,nonfinite
9715,EN,MST,predict,where,view,1,red,nonfinite
7378,EN,MST,predict,where,view,0,red,nonfinite
9982,EN,MST,predict,where,view,1,red,nonfinite
11515,EN,MST,predict,where,view,1,red,nonfinite
10492,EN,MST,predict,where,view,1,red,nonfinite
10276,EN,MST,predict,where,view,1,red,nonfinite
10456,EN,MST,predict,where,view,1,red,nonfinite
11923,EN,MST,predict,where,view,1,red,nonfinite
11569,EN,MST,predict,where,view,1,red,nonfinite
11182,EN,MST,predict,where,view,1,red,nonfinite
11494,EN,MST,predict,where,view,1,red,nonfinite
10159,EN,MST,predict,where,view,1,red,nonfinite
11260,EN,MST,predict,where,view,1,red,nonfinite
6601,EN,MST,predict,where,bury,1,red,nonfinite
9325,EN,MST,predict,where,bury,1,red,nonfinite
8968,EN,MST,predict,where,bury,0,red,nonfinite
7042,EN,MST,predict,where,bury,1,red,nonfinite
7645,EN,MST,predict,where,bury,0,red,nonfinite
8767,EN,MST,predict,where,bury,1,red,nonfinite
9848,EN,MST,predict,where,bury,1,red,nonfinite
7099,EN,MST,predict,where,bury,1,red,nonfinite
5704,EN,MST,predict,where,bury,1,red,nonfinite
9502,EN,MST,predict,where,bury,0,red,nonfinite
7564,EN,MST,predict,where,bury,1,red,nonfinite
7351,EN,MST,predict,where,bury,1,red,nonfinite
7648,EN,MST,predict,where,bury,1,red,nonfinite
9715,EN,MST,predict,where,bury,1,red,nonfinite
7378,EN,MST,predict,where,bury,0,red,nonfinite
9982,EN,MST,predict,where,bury,0,red,nonfinite
11515,EN,MST,predict,where,bury,1,red,nonfinite
10492,EN,MST,predict,where,bury,1,red,nonfinite
10276,EN,MST,predict,where,bury,1,red,nonfinite
10456,EN,MST,predict,where,bury,0,red,nonfinite
11923,EN,MST,predict,where,bury,0,red,nonfinite
11569,EN,MST,predict,where,bury,1,red,nonfinite
11182,EN,MST,predict,where,bury,1,red,nonfinite
11494,EN,MST,predict,where,bury,1,red,nonfinite
10159,EN,MST,predict,where,bury,0,red,nonfinite
11260,EN,MST,predict,where,bury,1,red,nonfinite
6601,EN,MST,predict,who,interview,1,red,nonfinite
9325,EN,MST,predict,who,interview,0,red,nonfinite
8968,EN,MST,predict,who,interview,0,red,nonfinite
7042,EN,MST,predict,who,interview,1,red,nonfinite
7645,EN,MST,predict,who,interview,0,red,nonfinite
8767,EN,MST,predict,who,interview,1,red,nonfinite
9848,EN,MST,predict,who,interview,1,red,nonfinite
7099,EN,MST,predict,who,interview,1,red,nonfinite
5704,EN,MST,predict,who,interview,0,red,nonfinite
9502,EN,MST,predict,who,interview,1,red,nonfinite
7564,EN,MST,predict,who,interview,1,red,nonfinite
7351,EN,MST,predict,who,interview,0,red,nonfinite
7648,EN,MST,predict,who,interview,0,red,nonfinite
9715,EN,MST,predict,who,interview,0,red,nonfinite
7378,EN,MST,predict,who,interview,1,red,nonfinite
9982,EN,MST,predict,who,interview,0,red,nonfinite
11515,EN,MST,predict,who,interview,1,red,nonfinite
10492,EN,MST,predict,who,interview,1,red,nonfinite
10276,EN,MST,predict,who,interview,1,red,nonfinite
10456,EN,MST,predict,who,interview,1,red,nonfinite
11923,EN,MST,predict,who,interview,1,red,nonfinite
11569,EN,MST,predict,who,interview,1,red,nonfinite
11182,EN,MST,predict,who,interview,1,red,nonfinite
11494,EN,MST,predict,who,interview,0,red,nonfinite
10159,EN,MST,predict,who,interview,1,red,nonfinite
11260,EN,MST,predict,who,interview,1,red,nonfinite
6601,EN,MST,predict,who,hire,1,red,nonfinite
9325,EN,MST,predict,who,hire,1,red,nonfinite
8968,EN,MST,predict,who,hire,1,red,nonfinite
7042,EN,MST,predict,who,hire,1,red,nonfinite
7645,EN,MST,predict,who,hire,0,red,nonfinite
8767,EN,MST,predict,who,hire,1,red,nonfinite
9848,EN,MST,predict,who,hire,0,red,nonfinite
7099,EN,MST,predict,who,hire,1,red,nonfinite
5704,EN,MST,predict,who,hire,0,red,nonfinite
9502,EN,MST,predict,who,hire,1,red,nonfinite
7564,EN,MST,predict,who,hire,1,red,nonfinite
7351,EN,MST,predict,who,hire,1,red,nonfinite
7648,EN,MST,predict,who,hire,0,red,nonfinite
9715,EN,MST,predict,who,hire,0,red,nonfinite
7378,EN,MST,predict,who,hire,1,red,nonfinite
9982,EN,MST,predict,who,hire,0,red,nonfinite
11515,EN,MST,predict,who,hire,1,red,nonfinite
10492,EN,MST,predict,who,hire,1,red,nonfinite
10276,EN,MST,predict,who,hire,1,red,nonfinite
10456,EN,MST,predict,who,hire,1,red,nonfinite
11923,EN,MST,predict,who,hire,1,red,nonfinite
11569,EN,MST,predict,who,hire,1,red,nonfinite
11182,EN,MST,predict,who,hire,1,red,nonfinite
11494,EN,MST,predict,who,hire,1,red,nonfinite
10159,EN,MST,predict,who,hire,1,red,nonfinite
11260,EN,MST,predict,who,hire,1,red,nonfinite
6601,EN,MAT,predict,where,store,1,red,nonfinite
9325,EN,MAT,predict,where,store,1,red,nonfinite
8968,EN,MAT,predict,where,store,1,red,nonfinite
7042,EN,MAT,predict,where,store,1,red,nonfinite
7645,EN,MAT,predict,where,store,0,red,nonfinite
8767,EN,MAT,predict,where,store,1,red,nonfinite
9848,EN,MAT,predict,where,store,1,red,nonfinite
7099,EN,MAT,predict,where,store,1,red,nonfinite
5704,EN,MAT,predict,where,store,1,red,nonfinite
9502,EN,MAT,predict,where,store,1,red,nonfinite
7564,EN,MAT,predict,where,store,1,red,nonfinite
7351,EN,MAT,predict,where,store,1,red,nonfinite
7648,EN,MAT,predict,where,store,1,red,nonfinite
9715,EN,MAT,predict,where,store,1,red,nonfinite
7378,EN,MAT,predict,where,store,1,red,nonfinite
9982,EN,MAT,predict,where,store,0,red,nonfinite
11515,EN,MAT,predict,where,store,1,red,nonfinite
10492,EN,MAT,predict,where,store,1,red,nonfinite
10276,EN,MAT,predict,where,store,1,red,nonfinite
10456,EN,MAT,predict,where,store,1,red,nonfinite
11923,EN,MAT,predict,where,store,1,red,nonfinite
11569,EN,MAT,predict,where,store,1,red,nonfinite
11182,EN,MAT,predict,where,store,1,red,nonfinite
11494,EN,MAT,predict,where,store,1,red,nonfinite
10159,EN,MAT,predict,where,store,1,red,nonfinite
11260,EN,MAT,predict,where,store,1,red,nonfinite
6601,EN,MAT,predict,where,sell,1,red,nonfinite
9325,EN,MAT,predict,where,sell,1,red,nonfinite
8968,EN,MAT,predict,where,sell,1,red,nonfinite
7042,EN,MAT,predict,where,sell,1,red,nonfinite
7645,EN,MAT,predict,where,sell,0,red,nonfinite
8767,EN,MAT,predict,where,sell,1,red,nonfinite
9848,EN,MAT,predict,where,sell,1,red,nonfinite
7099,EN,MAT,predict,where,sell,1,red,nonfinite
5704,EN,MAT,predict,where,sell,1,red,nonfinite
9502,EN,MAT,predict,where,sell,1,red,nonfinite
7564,EN,MAT,predict,where,sell,1,red,nonfinite
7351,EN,MAT,predict,where,sell,1,red,nonfinite
7648,EN,MAT,predict,where,sell,1,red,nonfinite
9715,EN,MAT,predict,where,sell,1,red,nonfinite
7378,EN,MAT,predict,where,sell,1,red,nonfinite
9982,EN,MAT,predict,where,sell,0,red,nonfinite
11515,EN,MAT,predict,where,sell,1,red,nonfinite
10492,EN,MAT,predict,where,sell,1,red,nonfinite
10276,EN,MAT,predict,where,sell,1,red,nonfinite
10456,EN,MAT,predict,where,sell,1,red,nonfinite
11923,EN,MAT,predict,where,sell,1,red,nonfinite
11569,EN,MAT,predict,where,sell,1,red,nonfinite
11182,EN,MAT,predict,where,sell,1,red,nonfinite
11494,EN,MAT,predict,where,sell,1,red,nonfinite
10159,EN,MAT,predict,where,sell,1,red,nonfinite
11260,EN,MAT,predict,where,sell,1,red,nonfinite
6601,EN,MAT,predict,who,invite,1,red,nonfinite
9325,EN,MAT,predict,who,invite,1,red,nonfinite
8968,EN,MAT,predict,who,invite,1,red,nonfinite
